124, 631
228, 583
240, 554
259, 527
276, 501
295, 476
314, 453
351, 431
389, 410
412, 390
438, 371
474, 353
501, 336
531, 320
562, 304
595, 289
688, 275
720, 262
751, 249
786, 237
820, 226
856, 215
892, 205
929, 195
971, 186
1050, 177
1095, 169
1130, 161
1171, 153
1218, 146
1257, 139
1297, 133
1340, 127
1422, 121
1454, 115
1487, 110
1525, 105
1560, 100
1599, 95
1638, 91
1720, 87
1757, 83
1800, 79
1837, 76
1874, 73
2069, 70
2268, 67
2293, 64
2319, 61
2343, 58
2368, 56
2396, 54
2424, 52
2503, 50
2538, 49
2968, 48
2998, 47
3028, 46
3058, 45
3088, 44
3121, 43
3619, 42
4500, 41
5444, 40
6197, 39
6228, 38
6258, 37
6287, 36
6316, 35
6345, 34
6375, 33
6405, 32
6482, 31
6491, 30
6500, 29
6510, 28
6520, 27
6530, 26
6541, 25
6814, 24
7117, 23
7133, 22
7150, 21
7167, 20
7187, 19
7262, 18
7277, 17
7293, 16
7309, 15
7325, 14
7341, 13
7357, 12
7373, 11
7449, 10
8126, 9
8977, 8
9495, 7
9907, 6
10489, 5
10822, 4
11187, 3
11338, 2
11486, 1
13109, 0
